Buffer basis points,Decision date,Execution date,Ticker,Intended shares,Executed shares,Close price used for planning,Next-open price,Close-to-open percentage gap,Cash available before execution,Required reserve,Uncommitted cash after reserve,Close required reserve,Close uncommitted cash after reserve,Intended notional,Executed notional,Whether it became q=0,Gap alone would clip with close uncommitted cash,Open uncommitted cash change vs close
0,2016-11-04,2016-11-07,BRSL,240,237,27.69,28.05,1.300108342361872,6679.13116840786,0.0,6679.13116840786,0.0,6679.13116840786,6645.6,6647.85,False,True,0.0
0,2018-03-26,2018-03-27,GMED,185,184,50.5,50.57000000000001,0.1386138613861609,9353.773567196184,0.0,9353.773567196184,0.0,9353.773567196184,9342.5,9304.88,False,True,0.0
0,2018-07-05,2018-07-06,WWE,5,4,75.37,76.03,0.875679978771382,379.30496113106494,0.0,379.30496113106494,0.0,379.30496113106494,376.85,304.12,False,True,0.0
0,2020-01-31,2020-02-03,SYNA,130,128,66.69,67.45,1.139601139601143,8679.657675860184,0.0,8679.657675860184,0.0,8679.657675860184,8669.699999999999,8633.6,False,True,0.0
0,2020-05-08,2020-05-11,NVAX,69,65,18.73,19.81,5.766150560597971,1305.186230699146,0.0,1305.186230699146,0.0,1305.186230699146,1292.37,1287.65,False,True,0.0
0,2020-07-08,2020-07-09,DOCU,42,41,206.35,211.5,2.495759631693728,8869.631590699155,0.0,8869.631590699155,0.0,8869.631590699155,8666.699999999999,8671.5,False,True,0.0
0,2020-10-07,2020-10-08,SAIL1,323,320,46.26,46.6,0.7349762213575417,14967.965510699163,0.0,14967.965510699163,0.0,14967.965510699163,14941.98,14912.0,False,True,0.0
0,2021-04-28,2021-04-29,DAC,337,330,54.75,55.99999999999999,2.283105022831045,18505.102709445226,0.0,18505.102709445226,0.0,18505.102709445226,18450.75,18480.0,False,True,0.0
0,2021-05-25,2021-05-26,CHRD,245,244,82.95999999999998,83.29,0.3977820636451579,20401.49180944523,0.0,20401.49180944523,0.0,20401.49180944523,20325.199999999997,20322.76,False,True,0.0
0,2022-02-22,2022-02-23,CNQ,382,381,52.18,52.78,1.149865848984266,20158.76008233742,0.0,20158.76008233742,0.0,20158.76008233742,19932.76,20109.18,False,True,0.0
0,2022-04-07,2022-04-08,MDRX,431,428,22.63,22.770000000000003,0.6186478126381179,9775.485812337436,0.0,9775.485812337436,0.0,9775.485812337436,9753.53,9745.56,False,True,0.0
0,2023-08-30,2023-08-31,APP,397,396,42.98,43.1,0.2791996277338393,17116.831052337453,0.0,17116.831052337453,0.0,17116.831052337453,17063.059999999998,17067.600000000002,False,True,0.0
0,2023-11-27,2023-11-28,CNR,163,162,104.67,105.42,0.7165376898824904,17178.549972337467,0.0,17178.549972337467,0.0,17178.549972337467,17061.21,17078.04,False,True,0.0
0,2024-07-15,2024-07-16,TRGP,145,144,134.34,134.89,0.4094089623343677,19538.862444337472,0.0,19538.862444337472,0.0,19538.862444337472,19479.3,19424.16,False,True,0.0
0,2025-12-15,2025-12-16,PVLA,338,334,88.98,90.01000000000002,1.1575634974151594,30180.32135933756,0.0,30180.32135933756,0.0,30180.32135933756,30075.24,30063.340000000007,False,True,0.0
5,2007-07-13,2007-07-16,GLBL1,135,134,28.68,28.97,1.011157601115764,3967.63961100102,64.14349980550051,3903.49611119552,63.9010373055005,3903.7385736955193,3871.8,3881.98,False,True,-0.2424624999998741
5,2008-04-14,2008-04-15,SID,1,0,39.85,40.26,1.0288582183186843,100.04811566604984,60.410972380833016,39.63714328521684,59.84700905783302,40.20110660821683,39.85,0.0,True,True,-0.5639633229999959
5,2008-04-15,2008-04-16,SWN,1,0,38.76,39.35,1.5221878224974228,100.04811566604984,60.88898346133303,39.159132204716826,59.79248405783302,40.25563160821683,38.76,0.0,True,False,-1.0964994035000046
5,2008-05-30,2008-06-02,MMR,156,153,31.92,32.49,1.7857142857142794,5072.234374335509,64.78280417716775,5007.4515701583405,64.74244218716775,5007.491932148341,4979.52,4970.97,False,True,-0.040361990000747
5,2009-09-11,2009-09-14,FUQI,22,21,30.35,30.99,2.108731466227342,718.3716804605183,45.86213772973027,672.509542730788,46.13643984023026,672.235240620288,667.7,650.79,False,True,0.2743021105000025
5,2015-08-04,2015-08-05,SKX,9,8,153.9,154.911,0.6569200779727113,1518.9576562552484,123.94327475862764,1395.014381496621,123.00075882812764,1395.9568974271208,1385.1,1239.288,False,False,-0.9425159305001216
5,2016-08-29,2016-08-30,NUVA,126,125,64.81,65.0,0.293164635087173,8314.092039304924,123.07853217615244,8191.013507128771,123.06155101965246,8180.970488285272,8166.06,8125.0,False,True,10.04301884349934
5,2017-10-19,2017-10-20,PYPL,117,111,67.25,71.33,6.066914498141252,8088.958341167325,157.0654143820837,7931.892926785241,156.41845417058366,7932.539886996741,7868.25,7917.63,False,True,-0.6469602115002999
5,2020-01-31,2020-02-03,SYNA,196,194,66.69,67.45,1.139601139601143,13307.257638839295,175.4465823194197,13131.811056519877,174.89256881941964,13132.365070019878,13071.24,13085.3,False,True,-0.5540135000010196
5,2020-07-08,2020-07-09,DOCU,8,7,206.35,211.5,2.495759631693728,1851.4281010872985,192.24384905054367,1659.1842520367543,190.5539490505436,1660.8741520367546,1650.8,1480.5,False,True,-1.6899000000000797
5,2022-08-05,2022-08-08,CTIC,2619,2606,7.429999999999999,7.53,1.345895020188448,19894.16174813057,244.1296164250653,19650.032131705502,243.5213508740653,19650.640397256502,19459.17,19623.18,False,True,-0.6082655510035693
5,2022-08-08,2022-08-09,SWN,1,0,6.54,6.68,2.14067278287462,251.35856813057035,245.1376033720653,6.220964758505033,244.2835342840653,7.07503384650505,6.54,0.0,True,False,-0.854069088000017
5,2022-08-09,2022-08-10,AUY,1,0,4.99,5.07,1.603206412825653,251.35856813057035,247.9214501010653,3.437118029505058,246.1468392840653,5.211728846505082,4.99,0.0,True,False,-1.774610817000024
5,2023-02-03,2023-02-06,YPF,1772,1752,11.18,11.31,1.162790697674421,20097.0134681306,260.7113500620653,19836.302118068532,260.55286173406535,19836.460606396537,19810.96,19815.120000000003,False,True,-0.1584883280011126
5,2024-02-08,2024-02-09,CRWD,68,67,323.04,330.0,2.1545319465081647,22532.675598130623,348.35959779906534,22184.31600033156,347.4436677990652,22185.23193033156,21966.72,22110.0,False,True,-0.9159300000028452
5,2024-07-15,2024-07-16,TRGP,171,170,134.34,134.89,0.4094089623343677,23445.979138130628,447.28098089406535,22998.69815723656,444.2762495690654,23001.70288856156,22972.14,22931.3,False,True,-3.0047313249997387
5,2024-12-18,2024-12-19,SOFI,1,0,15.24,15.72,3.149606299212593,435.9467631306443,422.0352392175653,13.911523913079009,418.4158983815653,17.530864749079,15.24,0.0,True,False,-3.619340835999992
5,2025-05-28,2025-05-29,TDUP,1453,1435,7.22,7.309999999999999,1.2465373961218609,10931.223008130744,428.69175678906544,10502.531251341676,427.8590265040654,10503.363981626677,10490.66,10489.85,False,True,-0.832730284999343
5,2025-07-14,2025-07-15,ASM,5885,5857,4.29,4.31,0.4662004662004504,25719.638578130747,447.7554692890653,25271.88310884168,445.4039242890653,25274.23465384168,25246.65,25243.67,False,True,-2.351545000001352
5,2026-03-06,2026-03-09,ERAS,1952,1936,15.47,15.6,0.8403361344537785,30802.90808813083,560.3511665440653,30242.556921586765,563.9039890440655,30239.004099086764,30197.44,30201.6,False,True,3.552822500001639
10,2007-07-13,2007-07-16,GLBL1,135,134,28.68,28.97,1.011157601115764,4014.441521001018,128.286831521001,3886.1546894800167,127.802076521001,3886.639444480017,3871.8,3881.98,False,True,-0.4847550000004048
10,2008-05-30,2008-06-02,MMR,161,158,31.92,32.49,1.7857142857142794,5295.169211064047,129.67665921106405,5165.492551852983,129.72305921106408,5165.446151852982,5139.12,5133.42,False,True,0.046400000000176
10,2009-09-11,2009-09-14,FUQI,99,97,30.35,30.99,2.108731466227342,3117.9125869530844,89.9269126999531,3027.9856742531315,90.4613505869531,3027.4512363661315,3004.65,3006.03,False,True,0.5344378869999673
10,2011-04-18,2011-04-19,JAZZ,53,52,34.21,34.44,0.6723180356620784,1959.877856324094,138.08557214432415,1821.79228417977,137.9712428563241,1821.9066134677696,1813.13,1790.88,False,True,-0.114329287999908
10,2011-09-26,2011-09-27,CEG1,17,16,38.15,38.72,1.4941022280471783,780.4448430280954,126.95487310602807,653.4899699220673,124.53430484302812,655.9105381850673,648.55,619.52,False,True,-2.42056826299995
10,2016-09-30,2016-10-03,WB,160,158,50.14,50.64,0.9972078181093024,8253.195734662411,220.96306262666235,8032.232672035749,221.10579573466245,8032.089938927749,8022.4,8001.12,False,True,0.1427331079994473
10,2016-11-04,2016-11-07,BRSL,57,56,27.69,28.05,1.300108342361872,1801.47646466242,209.3372092856624,1592.139255376757,206.48248646466243,1594.993978197757,1578.3300000000002,1570.8,False,True,-2.854722820999996
10,2019-01-29,2019-01-30,NVAX,3,2,2.18,2.2,0.917431192660545,263.9006802130498,257.7515583982131,6.14912181483669,256.82629068021305,7.074389532836733,6.540000000000001,4.4,False,False,-0.9252677180000431
10,2019-07-22,2019-07-23,ERIE,32,31,264.25,265.11,0.3254493850520346,8767.48520758601,301.575932877586,8465.909274708425,300.35558520758593,8467.129622378425,8456.0,8218.41,False,True,-1.2203476699996827
10,2020-05-08,2020-05-11,NVAX,49,46,18.73,19.81,5.766150560597971,1211.0611266753822,289.7337421266754,921.3273845487068,287.68641112667547,923.3747155487068,917.77,911.26,False,True,-2.0473309999999856
10,2020-05-12,2020-05-13,AYTU,1,0,1.62,1.6248,0.2962962962962834,298.88986667538234,299.7958708666754,0.0,296.7655598666754,2.124306808706933,1.62,0.0,True,False,-2.124306808706933
10,2020-07-08,2020-07-09,DOCU,42,41,206.35,211.5,2.495759631693728,9099.315471680386,351.7376454736804,8747.577826206705,348.1463454716804,8751.169126208706,8666.699999999999,8671.5,False,True,-3.591300002000935
10,2020-09-30,2020-10-01,RUN,161,156,77.06999999999998,79.415,3.0426884650318176,12849.672761684398,406.7778377616844,12442.894923922711,401.1920227616844,12448.480738922712,12408.269999999997,12388.740000000002,False,True,-5.585815000000366
10,2021-05-25,2021-05-26,CHRD,222,221,82.95999999999998,83.29,0.3977820636451579,18948.14109030546,506.1437443223055,18441.99734598316,504.5555910903054,18443.585499215154,18417.119999999995,18407.09,False,True,-1.5881532319981488
10,2022-02-22,2022-02-23,CNQ,360,356,52.18,52.78,1.149865848984266,19346.25420619427,514.7890416381942,18831.465164556077,510.2449542061943,18836.009251988075,18784.8,18789.68,False,True,-4.544087432001106
10,2022-08-08,2022-08-09,TH,169,164,13.99,14.45,3.288062902072908,2854.5938461943624,475.4319770701943,2379.1618691241683,480.6425638461944,2373.951282348168,2364.31,2369.8,False,True,5.210586776000127
10,2023-11-27,2023-11-28,CNR,185,184,104.67,105.42,0.7165376898824904,20040.367986194426,577.0594129861945,19463.308573208236,577.7293779861945,19462.63860820823,19363.95,19397.28,False,True,0.6699650000009569
10,2024-07-15,2024-07-16,TRGP,165,164,134.34,134.89,0.4094089623343677,23116.245636194435,886.7319656361944,22229.51367055824,881.1264656361946,22235.11917055824,22166.1,22121.96,False,True,-5.605499999997846
10,2026-03-06,2026-03-09,ERAS,2345,2326,15.47,15.6,0.8403361344537785,37669.20988119453,1332.2846598811946,36336.92522131334,1343.9034198811944,36325.30646131334,36277.15,36285.6,False,True,11.618759999997565
10,2026-04-22,2026-04-23,SU,390,388,63.43,63.75999999999999,0.5202585527352754,26356.27645119453,1551.5040014511949,24804.77244974334,1554.9490264511949,24801.32742474334,24737.7,24738.88,False,True,3.4450250000008964
15,2007-07-13,2007-07-16,GLBL1,135,133,28.68,28.97,1.011157601115764,4068.5173110010182,192.43271596650152,3876.084595034517,191.7055834665015,3876.811727534517,3871.8,3853.01,False,True,-0.7271324999996978
15,2008-02-22,2008-02-25,KGC,143,141,23.12,23.4,1.2110726643598468,3503.3776540640574,177.2568335160961,3326.1208205479616,176.8739964810961,3326.5036575829613,3306.1600000000003,3299.4,False,True,-0.3828370349997385
15,2008-04-14,2008-04-15,MLNM,1,0,24.45,24.48,0.1226993865030667,207.15571006406245,183.63283313409613,23.52287692996632,181.9387435650961,24.85696649896633,24.45,0.0,True,False,-1.334089569000014
15,2008-06-02,2008-06-03,JRCCQ,126,125,40.77,40.87,0.2452783909737466,5342.448930064062,198.4638733950961,5143.985056668966,197.92478839509613,5144.524141668966,5137.02,5108.75,False,True,-0.5390850000003411
15,2009-09-11,2009-09-14,FUQI,104,102,30.35,30.99,2.108731466227342,3304.202111961119,135.99797530494166,3168.204136656177,136.8063301679417,3167.3957817931773,3156.4,3160.98,False,True,0.8083548630002042
15,2009-10-19,2009-10-20,JNY,144,143,19.4,19.45,0.2577319587628857,2944.4578019611217,141.3997998854417,2803.05800207568,141.2095527029417,2803.24824925818,2793.6,2781.35,False,True,-0.190247182499661
15,2010-09-17,2010-09-20,ISLN,46,44,25.08,25.62,2.1531100478469067,1307.7548421491274,153.85177327522368,1153.9030688739035,152.29337226322366,1155.4614698859036,1153.6799999999998,1127.28,False,True,-1.5584010119998766
15,2011-02-08,2011-02-09,ATML,120,111,14.66,15.79,7.708049113233284,1960.6404221491305,192.4325887442237,1768.2078334049063,192.5136501332237,1768.1267720159065,1759.2,1752.6899999999998,False,True,0.0810613890000695
15,2016-06-07,2016-06-08,HL,60,57,4.4,4.65,5.681818181818188,599.8704619901006,333.41659361248514,266.45386837761544,332.1680406929852,267.70242129711545,264.0,265.05,False,True,-1.248552919500014
15,2016-09-30,2016-10-03,EXEL,647,638,12.79,12.989999999999998,1.5637216575449475,8632.337794639581,336.3960551559594,8295.941739483622,337.1340566919593,8295.203737947622,8275.13,8287.619999999999,False,True,0.7380015359995014
15,2016-11-04,2016-11-07,NVDA,117,114,67.57,69.55024100000001,2.930651176557686,8272.716304639584,323.7144788184593,7949.001825821124,319.6842694569594,7953.032035182624,7905.69,7928.727474000001,False,True,-4.030209361500056
15,2018-06-13,2018-06-14,ABMD,26,25,433.07,435.19,0.4895282517837884,11799.423590706194,506.72657762205927,11292.697013084136,507.4014653860593,11292.022125320134,11259.82,10879.75,False,True,0.674887764000232
15,2020-01-31,2020-02-03,SYNA,184,182,66.69,67.45,1.139601139601143,12851.841237349296,517.3075760570239,12334.533661292273,514.9925718560238,12336.848665493271,12270.96,12275.9,False,True,-2.315004201000193
15,2022-02-22,2022-02-23,CNQ,315,312,52.18,52.78,1.149865848984266,17317.05055313856,831.6439179857077,16485.406635152853,824.3396858297077,16492.71086730885,16436.7,16467.359999999997,False,True,-7.304232155998761
15,2022-04-07,2022-04-08,MDRX,375,372,22.63,22.770000000000003,0.6186478126381179,9396.92267313856,896.5424965097081,8500.380176628852,895.8320590097078,8501.090614128852,8486.25,8470.44,False,True,-0.7104374999998981
15,2022-08-05,2022-08-08,CTIC,1544,1523,7.429999999999999,7.53,1.345895020188448,12274.813113138624,787.7678763662078,11487.045236772416,785.829094669708,11488.984018468916,11471.919999999998,11468.19,False,True,-1.9387816964990636
15,2023-02-03,2023-02-06,YPF,1980,1957,11.18,11.31,1.162790697674421,23002.879913138677,837.3912772217082,22165.488635916965,836.4360148697081,22166.443898268964,22136.4,22133.67,False,True,-0.9552623519994086
15,2024-07-15,2024-07-16,TRGP,186,185,134.34,134.89,0.4094089623343677,26450.97103513873,1401.091051552708,25049.879983586023,1391.7229215527084,25059.24811358602,24987.24,24954.65,False,True,-9.368129999998928
15,2024-12-18,2024-12-19,RKLB,3,2,22.92,23.66,3.228621291448519,1395.8738851387377,1329.655980901708,66.21790423702964,1317.840755827708,78.0331293110296,68.76,47.32,False,False,-11.815225073999954
15,2025-05-28,2025-05-29,TDUP,1062,1048,7.22,7.309999999999999,1.2465373961218609,9063.336305138786,1393.110122835208,7670.226182303578,1387.5956494577083,7675.740655681077,7667.639999999999,7660.879999999998,False,True,-5.514473377499598
15,2025-12-19,2025-12-22,GOOG,118,117,308.61,311.39,0.9008133242603744,38032.74973513885,1538.2498346027082,36494.49990053615,1522.2321296027085,36510.517605536144,36415.98,36432.63,False,True,-16.017704999998386
15,2026-02-24,2026-02-25,NESR,31,30,26.36,26.69,1.2518968133535813,2734.1164751388587,1928.0481997127083,806.0682754261504,1912.4432047127084,821.6732704261503,817.16,800.7,False,True,-15.604994999999915
20,2007-07-13,2007-07-16,GLBL1,134,133,28.68,28.97,1.011157601115764,4117.79922100102,256.56595844200206,3861.233262559018,255.596188442002,3862.2030325590176,3843.12,3853.01,False,True,-0.9697699999996984
20,2008-04-15,2008-04-16,THC,1,0,5.33,5.38,0.9380863039399668,246.74713566605612,245.6716318853321,1.0755037807240342,241.21783427133204,5.529301394724115,5.33,0.0,True,False,-4.453797614000081
20,2008-05-30,2008-06-02,JRCCQ,107,106,38.09,38.27,0.4725649776844198,4344.087644335514,263.376203248671,4080.7114410868426,263.2374952886709,4080.850149046843,4075.630000000001,4056.62,False,True,-0.1387079600003744
20,2011-11-25,2011-11-28,GNCIQ,1,0,27.35,28.09,2.705667276051193,296.84686499260425,270.27565885198527,26.571206140618983,265.4020937299852,31.44477126261904,27.35,0.0,True,False,-4.873565122000059
20,2011-12-15,2011-12-16,TJX,74,73,62.29,63.3,1.6214480655000862,4929.2412619515735,273.0386753379032,4656.20258661367,271.8400825239031,4657.40117942767,4609.46,4620.9,False,True,-1.1985928140002216
20,2012-09-07,2012-09-10,DK,158,156,26.2,26.5,1.1450381679389388,4466.846552568865,305.1230080091377,4161.723544559727,305.34822310513766,4161.498329463728,4139.599999999999,4134.0,False,True,0.2252150959993741
20,2013-03-05,2013-03-06,THC,62,61,40.24,40.62,0.9443339960238496,2841.9952031088696,335.9885634446708,2506.0066396641987,334.81544040621776,2507.179762702652,2494.88,2477.82,False,True,-1.1731230384530136
20,2013-04-19,2013-04-22,MSGN,88,87,56.16,56.42,0.4629629629629761,5283.282388335385,327.4185767766709,4955.863811558714,327.0694047766708,4956.212983558714,4942.08,4908.54,False,True,-0.3491720000001805
20,2016-05-25,2016-05-26,B,278,272,17.28,17.6,1.85185185185186,5277.457464338664,469.0078949286773,4808.449569409987,466.86773492867735,4810.429729409987,4803.84,4787.200000000001,False,True,-1.980160000000069
20,2016-06-07,2016-06-08,CDE,32,31,8.32,8.65,3.966346153846145,743.6302643386637,474.85769391667736,268.7725704219863,473.2583205286773,270.3719438099864,266.24,268.15000000000003,False,True,-1.5993733880000605
20,2016-11-29,2016-11-30,REN,87,83,27.89,31.39,12.54930082466834,3125.329591333136,487.9177031826663,2637.411888150469,486.6584991826664,2456.611092150469,2426.43,2605.37,False,True,180.800796
20,2017-08-04,2017-08-07,WGHTQ,66,65,41.39,41.86,1.135539985503753,3328.520584879154,581.6940901557582,2746.826494723396,579.4923811697581,2749.028203709396,2731.74,2720.9,False,True,-2.201708986000085
20,2020-05-08,2020-05-11,NVAX,5,4,18.73,19.81,5.766150560597971,704.9098254622702,610.2380996509246,94.6717258113456,607.0330696509244,97.8767558113458,93.65,79.24,False,True,-3.205030000000193
20,2020-07-08,2020-07-09,DOCU,43,42,206.35,211.5,2.495759631693728,9821.50482546227,757.9813196509247,9063.523505811349,749.5715496509246,9071.933275811349,8873.05,8883.0,False,True,-8.409770000000208
20,2020-10-08,2020-10-09,NIO,556,551,21.44,21.62,0.8395522388059629,12816.783768672289,887.8396383373448,11928.944130334943,882.0349275373446,11934.748841134944,11920.64,11912.62,False,True,-5.804710800000976
20,2021-06-10,2021-06-11,NUE,171,169,106.31,107.5,1.1193678863700374,19471.39062873486,1185.51709725747,18285.873531477388,1179.7866812574696,18291.60394747739,18179.01,18167.5,False,True,-5.730416000002151
20,2022-01-12,2022-01-13,ON,176,173,66.49,67.52,1.5491051285907664,12911.069612734893,1188.2618992254695,11722.807713509425,1184.3794392254697,11726.690173509423,11702.24,11680.96,False,True,-3.88246000000072
20,2022-02-28,2022-03-01,COP,96,95,94.86,95.85,1.0436432637570991,10254.705032734892,1125.3842900654697,9129.320742669424,1124.1757300654697,9130.529302669422,9106.56,9105.75,False,True,-1.2085599999991246
20,2022-04-07,2022-04-08,MDRX,430,427,22.63,22.770000000000003,0.6186478126381179,10890.1816327349,1141.22726326547,9748.954369469431,1141.20780326547,9748.97382946943,9730.9,9722.79,False,True,-0.0194599999995261
20,2023-02-28,2023-03-01,RMBS,220,218,44.23,44.75,1.1756726203933976,10826.809822734993,1049.18117964547,9777.628643089522,1045.74507964547,9741.10474308952,9730.6,9755.5,False,True,36.52390000000014
20,2023-08-30,2023-08-31,APP,423,421,42.98,43.1,0.2791996277338393,19393.514822735026,1188.52590964547,18204.98891308956,1187.47418964547,18206.04063308956,18180.54,18145.1,False,True,-1.0517199999994773
20,2024-07-15,2024-07-16,TRGP,160,159,134.34,134.89,0.4094089623343677,23403.166086735037,1804.8194121734705,21598.34667456156,1793.07317217347,21610.092914561563,21494.4,21447.51,False,False,-11.746240000000398
20,2026-04-22,2026-04-23,SU,543,540,63.43,63.75999999999999,0.5202585527352754,37272.32446173521,2784.401738923471,34487.92272281174,2790.1306489234703,34482.19381281174,34442.49,34430.399999999994,False,True,5.728909999997995
25,2006-07-05,2006-07-06,WCC,60,59,66.6,66.5,-0.1501501501501412,4196.608103788016,250.0,3946.608103788016,250.0,99750.0,3996.0,3923.5,False,False,-95803.39189621198
25,2007-07-13,2007-07-16,GLBL1,134,133,28.68,28.97,1.011157601115764,4177.830931001019,320.70122732750264,3857.129703673517,319.48853982750256,3858.342391173516,3843.12,3853.01,False,True,-1.2126874999999018
25,2007-08-28,2007-08-29,DRYS,71,70,61.3,63.7,3.91517128874388,4779.133071001021,275.79112017750253,4503.341950823518,274.03305767750254,4505.100013323518,4352.3,4459.0,False,True,-1.758062500000051
25,2008-02-25,2008-02-26,KGC,136,135,23.87,23.89,0.0837871805613676,3548.398944064053,296.53591629266003,3251.8630277713924,296.1302723601601,3252.2686717038923,3246.32,3225.15,False,True,-0.4056439324999701
25,2008-06-02,2008-06-03,JRCCQ,126,125,40.77,40.87,0.2452783909737466,5475.925574064054,323.76696393516016,5152.158610128894,322.7250139351602,5153.200560128894,5137.02,5108.75,False,True,-1.0419499999998152
25,2010-03-31,2010-04-01,WOLF2,45,44,70.22,70.71,0.6978068926231762,3475.044754577101,292.57504225394274,3182.4697123231585,290.5531618864427,3184.4915926906588,3159.9,3111.24,False,True,-2.0218803675002164
25,2012-09-10,2012-09-11,NSM,19,18,28.17,28.26,0.3194888178913668,948.6312286088752,412.6880941615222,535.9431344473528,412.34067807152223,536.2905505373528,535.23,508.68,False,True,-0.3474160900000242
25,2012-09-12,2012-09-13,CDMO,6,5,4.17,4.18,0.2398081534772167,439.4425486088751,415.6734180315221,23.769130577353,413.9129563715222,25.52959223735286,25.02,20.9,False,False,-1.760461659999862
25,2013-03-05,2013-03-06,EV1,52,51,39.25,39.48,0.5859872611464922,2508.642899148876,458.95740861425776,2049.6854905346177,457.39665724787216,2051.2462419010035,2041.0,2013.48,False,True,-1.56075136638583
25,2013-04-19,2013-04-22,MSGN,96,95,56.16,56.42,0.4629629629629761,5858.199125703102,451.3715978142577,5406.827527888845,450.7947728142577,5407.404352888844,5391.36,5359.900000000001,False,True,-0.5768249999991895
25,2015-08-04,2015-08-05,SKX,39,38,153.9,154.911,0.6569200779727113,6782.565116028973,745.2267855800724,6037.3383304489,739.2312377900723,6043.3338782389,6002.1,5886.618,False,True,-5.995547790000273
25,2015-11-19,2015-11-20,VRE,388,387,23.6,23.67,0.2966101694915179,9856.160412028985,676.9060866100725,9179.254325418911,673.1026760300725,9183.057735998913,9156.8,9160.29,False,True,-3.8034105799997633
25,2019-07-22,2019-07-23,PRO,99,98,66.09,66.38,0.438795581782414,7486.397581905887,922.8146903822648,6563.582891523622,920.1661939547648,6566.231387951122,6542.910000000001,6505.24,False,True,-2.648496427500504
25,2020-05-05,2020-05-06,GOTU,334,328,39.68,40.29,1.537298387096775,14138.446477157862,870.5741661928946,13267.872310964967,862.6780661928944,13275.768410964967,13253.12,13215.12,False,True,-7.896099999999933
25,2020-05-06,2020-05-07,VIRT,1,0,25.07,25.96,3.550059832469099,910.1113571578644,885.0054233928946,25.10593376496979,876.0040283928947,34.10732876496968,25.07,0.0,True,False,-9.001394999999889
25,2020-05-07,2020-05-08,NVAX,1,0,18.15,18.2,0.2754820936639257,910.1113571578644,892.6176533928947,17.493703764969723,885.5441533928947,24.56720376496969,18.15,0.0,True,False,-7.073499999999967
25,2020-05-08,2020-05-11,APT,1,0,13.05,13.050000000000002,2.220446049250313e-14,910.1113571578644,898.2399708928945,11.871386264969942,892.4329533928945,17.678403764969858,13.05,0.0,True,False,-5.807017499999915
25,2021-01-28,2021-01-29,SICPQ,162,150,84.76999999999998,91.3,7.703196885690722,15234.073065298908,1487.3926951632477,13746.68037013566,1487.1965326632471,13746.87653263566,13732.739999999998,13695.000000000002,False,True,-0.196162500000355
25,2023-02-28,2023-03-01,FMX,223,222,91.92,92.45,0.5765883376849468,22047.540728150063,1458.816426820375,20588.724301329687,1453.4221518203751,20550.378576329687,20498.16,20523.9,False,True,38.34572499999922
25,2023-08-30,2023-08-31,APP,475,474,42.98,43.1,0.2791996277338393,22156.594338150087,1681.8089858453757,20474.785352304712,1680.4634108453752,20476.13092730471,20415.5,20429.4,False,True,-1.3455749999993714
