Buffer basis points,Transaction date,Buy or sell,Ticker,Ticker name,Amount of shares
10,2011-11-01,BUY,GR,,40.0
10,2011-11-03,BUY,BMRN,,154.0
10,2011-11-18,BUY,VFC,,37.0
10,2011-11-28,BUY,NLC,,132.0
10,2011-11-29,BUY,CTRA,,49.0
10,2012-01-23,SELL,CTRA,,49.0
10,2012-02-01,BUY,DG,,124.0
10,2012-02-23,BUY,URI,,130.0
10,2012-03-02,SELL,RGLD,,62.0
10,2012-03-02,BUY,PAA,,66.0
10,2012-03-08,SELL,PSMT,,71.0
10,2012-04-05,SELL,GOLD1,,45.0
10,2012-04-05,SELL,AU,,80.0
10,2012-04-11,BUY,PIRRQ,,308.0
10,2012-04-12,BUY,VAL1,,112.0
10,2012-04-26,BUY,AAPL,,9.0
10,2012-05-08,BUY,HD,,110.0
10,2012-05-09,SELL,NUS,,1.0
10,2012-05-09,BUY,EC,,6.0
10,2012-05-10,BUY,CPWM,,4.0
10,2012-06-04,SELL,DPZ,,185.0
10,2012-06-04,SELL,URI,,130.0
10,2012-06-11,BUY,SHW,,42.0
10,2012-07-17,BUY,PCYC,,77.0
10,2012-07-18,BUY,PSS,,1.0
10,2012-07-26,SELL,QCOR,,167.0
10,2012-08-13,SELL,MNST,,114.0
10,2012-08-15,BUY,SBAC,,92.0
10,2012-08-27,BUY,ELLI,,219.0
10,2012-09-10,BUY,DK,,216.0
10,2012-09-13,BUY,NSM,,44.0
10,2012-10-19,SELL,DLTR,,231.0
10,2012-11-08,SELL,PCYC,,77.0
10,2012-11-14,SELL,NSM,,44.0
10,2012-11-23,BUY,VMED,,166.0
10,2012-11-26,BUY,MPC,,96.0
10,2012-12-11,BUY,WHR,,29.0
10,2012-12-17,BUY,ONIT,,1.0
10,2013-01-16,SELL,AAPL,,9.0
10,2013-01-30,SELL,VMW,,52.0
10,2013-02-01,SELL,ELLI,,219.0
10,2013-02-19,BUY,CVI,,108.0
10,2013-03-04,BUY,EV1,,161.0
10,2013-03-06,BUY,THC,,25.0
10,2013-05-14,SELL,EC,,6.0
10,2013-06-24,SELL,CVI,,108.0
10,2013-06-24,BUY,LGF.B,,222.0
10,2013-07-02,SELL,DK,,216.0
10,2013-07-24,BUY,NXST,,187.0
10,2013-07-25,BUY,CBOE,,134.0
10,2013-08-02,BUY,TW2,,21.0
10,2013-08-26,SELL,THC,,25.0
10,2013-09-24,SELL,MPC,,96.0
10,2013-09-26,BUY,QIHU,,78.0
10,2013-10-24,BUY,MGA,,7.0
10,2014-02-07,SELL,ONIT,,1.0
10,2014-03-12,SELL,NXST,,187.0
10,2014-03-12,BUY,WWE,,28.0
10,2014-03-27,SELL,LGF.B,,222.0
10,2014-04-08,SELL,PIRRQ,,308.0
10,2014-04-08,SELL,QIHU,,78.0
10,2014-04-11,SELL,WWE,,28.0
10,2014-04-11,BUY,GLOG,,295.0
10,2014-04-14,SELL,BMRN,,154.0
10,2014-04-29,BUY,HP,,70.0
10,2014-05-09,BUY,TRGP,,68.0
10,2014-05-12,BUY,CAR,,145.0
10,2014-05-14,BUY,KNX1,,228.0
10,2014-05-15,BUY,CNQ,,1.0
10,2014-10-01,SELL,GLOG,,295.0
10,2014-10-14,SELL,CAR,,145.0
10,2014-10-14,SELL,HP,,70.0
10,2014-10-15,SELL,CNQ,,1.0
10,2014-10-31,BUY,MDVN,,81.0
10,2014-11-13,BUY,CNQR,,66.0
10,2014-11-14,BUY,PANW,,27.0
10,2014-11-17,BUY,CENX,,1.0
10,2014-12-02,SELL,TRGP,,68.0
10,2015-01-05,BUY,LOW,,128.0
10,2015-01-15,SELL,CENX,,1.0
10,2015-01-22,BUY,TPST,,147.0
10,2015-02-18,BUY,KR,,2.0
10,2015-04-01,SELL,TPST,,147.0
10,2015-05-04,BUY,COR,,48.0
10,2015-07-02,SELL,PAA,,132.0
10,2015-08-04,BUY,ADPTQ,,53.0
10,2015-08-21,SELL,MDVN,,81.0
10,2015-09-23,BUY,SKX,,54.0
10,2015-09-28,SELL,JAZZ,,52.0
10,2015-09-29,SELL,WHR,,29.0
10,2015-10-01,SELL,ADPTQ,,53.0
10,2015-10-01,SELL,KNX1,,228.0
10,2015-10-22,SELL,COR,,48.0
10,2015-10-26,SELL,SKX,,162.0
10,2015-10-28,BUY,UHAL,,21.0
10,2015-10-29,BUY,AIZ,,106.0
10,2015-11-02,BUY,ACGL,,116.0
10,2015-11-03,BUY,TYL,,29.0
10,2015-11-23,BUY,VRE,,6.0
10,2015-11-25,BUY,XXII,,5.0
10,2015-12-15,SELL,MGA,,14.0
10,2016-01-05,SELL,PRGO,,56.0
10,2016-01-07,SELL,EV1,,161.0
10,2016-01-08,SELL,XXII,,5.0
10,2016-01-12,SELL,MCK,,57.0
10,2016-01-20,SELL,VFC,,148.0
10,2016-01-20,BUY,SWI1,,134.0
10,2016-01-21,SELL,SBAC,,92.0
10,2016-02-02,SELL,ALXN,,122.0
10,2016-02-05,BUY,TAL,,166.0
10,2016-02-08,SELL,PANW,,27.0
10,2016-02-19,SELL,TYL,,29.0
10,2016-02-22,BUY,HPY,,85.0
10,2016-02-23,BUY,EDU,,250.0
10,2016-02-24,BUY,HRL,,182.0
10,2016-02-25,BUY,COR2,,123.0
10,2016-02-26,BUY,EDR1,,201.0
10,2016-02-29,BUY,CRAY,,188.0
10,2016-03-04,BUY,HMIN,,231.0
10,2016-03-10,BUY,ATO,,39.0
10,2016-03-22,BUY,HMY,,3.0
10,2016-03-29,BUY,BRKR,,1.0
10,2016-04-21,SELL,UHAL,,21.0
10,2016-04-22,SELL,AIZ,,106.0
10,2016-04-26,SELL,ACGL,,116.0
10,2016-05-17,BUY,AG,,763.0
10,2016-05-23,BUY,B,,463.0
10,2016-05-24,BUY,BKH,,144.0
10,2016-05-26,BUY,CDE,,1111.0
10,2016-06-08,BUY,AWK,,95.0
10,2016-06-23,SELL,CRAY,,188.0
10,2016-07-26,BUY,TSEOF,,114.0
10,2016-08-15,SELL,HRL,,182.0
10,2016-08-31,SELL,AG,,763.0
10,2016-09-12,SELL,HMY,,3.0
10,2016-09-15,BUY,EXEL,,670.0
10,2016-09-16,SELL,BRKR,,1.0
10,2016-09-29,SELL,KR,,4.0
10,2016-10-03,BUY,WB,,158.0
10,2016-10-05,SELL,CDE,,1111.0
10,2016-10-05,SELL,B,,463.0
10,2016-10-06,SELL,DG,,124.0
10,2016-10-12,BUY,REN,,294.0
10,2016-10-18,BUY,SPSC,,123.0
10,2016-10-31,BUY,NVDA,,119.0
10,2016-11-01,SELL,EXEL,,670.0
10,2016-11-04,BUY,GEN,,323.0
10,2016-11-07,BUY,BRSL,,56.0
10,2016-11-08,BUY,TTMI,,1.0
10,2016-11-11,SELL,BKH,,144.0
10,2016-11-28,SELL,AWK,,95.0
10,2016-12-02,BUY,DPZ,,51.0
10,2016-12-14,BUY,FNSR,,221.0
10,2016-12-29,BUY,CFG,,2.0
10,2017-03-27,SELL,WB,,158.0
10,2017-04-06,SELL,FNSR,,221.0
10,2017-04-11,SELL,SPSC,,123.0
10,2017-04-27,BUY,MASI,,98.0
10,2017-05-02,SELL,BRSL,,56.0
10,2017-05-09,BUY,WNC,,455.0
10,2017-05-12,BUY,GEO,,85.0
10,2017-06-15,BUY,RACE,,114.0
10,2017-06-16,SELL,REN,,294.0
10,2017-06-22,SELL,CFG,,2.0
10,2017-06-29,SELL,AZO,,19.0
10,2017-07-06,SELL,ORLY,,110.0
10,2017-07-17,BUY,ISRG,,10.0
10,2017-07-19,BUY,SPGI,,68.0
10,2017-07-25,BUY,HRC,,122.0
10,2017-08-01,BUY,FIZZ,,99.0
10,2017-08-07,SELL,TTMI,,1.0
10,2017-08-07,BUY,WGHTQ,,81.0
10,2017-09-07,BUY,SAFM,,2.0
10,2017-10-17,SELL,MASI,,98.0
10,2017-11-01,SELL,GEO,,85.0
10,2017-11-16,BUY,IBKR,,202.0
10,2017-12-04,BUY,LGIH,,5.0
10,2018-01-05,SELL,EDR1,,201.0
10,2018-01-16,SELL,VRE,,6.0
10,2018-02-07,BUY,EC,,407.0
10,2018-02-15,BUY,SRNEQ,,1.0
10,2018-02-23,SELL,SAFM,,2.0
10,2018-03-06,SELL,SRNEQ,,1.0
10,2018-03-20,SELL,FIZZ,,99.0
10,2018-03-27,BUY,NKTR,,87.0
10,2018-04-06,BUY,FTNT,,4.0
10,2018-04-20,BUY,GMED,,6.0
10,2018-05-14,SELL,GEN,,323.0
10,2018-05-29,SELL,LGIH,,5.0
10,2018-06-05,SELL,NKTR,,87.0
10,2018-06-14,BUY,ABMD,,28.0
10,2018-06-28,BUY,WWE,,2.0
10,2018-07-06,BUY,TNDM,,8.0
10,2018-07-31,SELL,TAL,,996.0
10,2018-08-03,SELL,CBOE,,134.0
10,2018-08-13,SELL,WNC,,455.0
10,2018-08-16,SELL,WGHTQ,,81.0
10,2018-08-30,BUY,AMED,,101.0
10,2018-09-05,BUY,IIN,,162.0
10,2018-09-06,SELL,EDU,,250.0
10,2018-09-13,BUY,FNKO,,498.0
10,2018-09-18,BUY,EPAY,,181.0
10,2018-09-28,SELL,IBKR,,202.0
10,2018-10-03,SELL,TNDM,,8.0
10,2018-10-08,BUY,WCG,,37.0
10,2018-10-10,SELL,GMED,,6.0
10,2018-10-11,SELL,IIN,,162.0
10,2018-10-19,SELL,TSEOF,,114.0
10,2018-10-25,SELL,NVDA,,119.0
10,2018-10-30,SELL,WWE,,2.0
10,2018-10-30,BUY,REGI,,354.0
10,2018-11-02,BUY,RGEN,,170.0
10,2018-11-09,BUY,TJX,,198.0
10,2018-11-12,SELL,FNKO,,498.0
10,2018-11-12,BUY,LLY,,96.0
10,2018-11-15,SELL,ABMD,,28.0
10,2018-11-20,BUY,MKC,,69.0
10,2018-11-21,SELL,EPAY,,181.0
10,2018-11-21,SELL,EC,,407.0
10,2018-11-27,BUY,SONC,,237.0
10,2018-11-30,BUY,CABO,,11.0
10,2018-12-14,SELL,RACE,,114.0
10,2018-12-24,BUY,IDTI,,198.0
10,2018-12-26,SELL,WCG,,37.0
10,2018-12-26,SELL,COR2,,123.0
10,2018-12-26,BUY,ESL,,77.0
10,2018-12-27,BUY,SAVEQ,,168.0
10,2018-12-28,BUY,BEL,,393.0
10,2019-01-17,BUY,TRCO,,222.0
10,2019-01-25,BUY,AU,,811.0
10,2019-01-29,BUY,EHTH,,171.0
10,2019-01-30,BUY,NVAX,,2.0
10,2019-03-01,SELL,NVAX,,2.0
10,2019-04-03,SELL,REGI,,354.0
10,2019-04-15,BUY,IONS,,129.0
10,2019-05-02,BUY,ENPH,,824.0
10,2019-05-06,BUY,ZNGA,,1803.0
10,2019-05-07,SELL,TJX,,198.0
10,2019-05-15,BUY,LSCC,,797.0
10,2019-06-03,BUY,PRO,,106.0
10,2019-06-07,BUY,AVLR,,3.0
10,2019-06-20,SELL,SAVEQ,,168.0
10,2019-07-23,BUY,ERIE,,31.0
10,2019-09-10,SELL,EHTH,,171.0
10,2019-09-10,SELL,ENPH,,824.0
10,2019-09-30,SELL,ERIE,,31.0
10,2019-10-02,SELL,IONS,,129.0
10,2019-10-10,BUY,HSY,,77.0
10,2019-10-11,BUY,AWR,,132.0
10,2019-10-29,SELL,PRO,,106.0
10,2019-10-30,BUY,AIZ,,96.0
10,2019-11-01,BUY,AQN,,903.0
10,2019-11-04,BUY,ETR,,104.0
10,2019-11-29,BUY,RH,,2.0
10,2020-03-06,SELL,RH,,2.0
10,2020-03-13,SELL,LSCC,,797.0
10,2020-03-13,SELL,FTNT,,4.0
10,2020-03-13,SELL,AIZ,,96.0
10,2020-03-13,SELL,AU,,811.0
10,2020-03-17,SELL,AMED,,101.0
10,2020-03-17,SELL,SHW,,42.0
10,2020-03-17,SELL,LOW,,128.0
10,2020-03-17,SELL,HD,,110.0
10,2020-03-17,SELL,AWR,,132.0
10,2020-03-17,SELL,AQN,,903.0
10,2020-03-17,SELL,CABO,,11.0
10,2020-03-17,SELL,ISRG,,30.0
10,2020-03-17,SELL,MCD,,58.0
10,2020-03-17,SELL,ETR,,104.0
10,2020-03-17,SELL,MKC,,69.0
10,2020-03-19,SELL,AVLR,,3.0
10,2020-03-19,SELL,SPGI,,68.0
10,2020-03-23,SELL,HRC,,122.0
10,2020-03-24,SELL,HSY,,77.0
10,2020-03-24,SELL,ATO,,39.0
10,2020-04-07,BUY,REGN,,21.0
10,2020-04-15,BUY,TDOC,,68.0
10,2020-04-16,BUY,FIT,,1592.0
10,2020-04-17,BUY,CCOI,,119.0
10,2020-04-20,BUY,ZM,,72.0
10,2020-04-21,BUY,CODX,,747.0
10,2020-04-22,BUY,AXSM,,162.0
10,2020-04-23,BUY,EVBG,,89.0
10,2020-04-24,BUY,EHTH,,87.0
10,2020-04-27,BUY,SE,,203.0
10,2020-04-28,BUY,DXCM,,33.0
10,2020-04-29,BUY,XLRN,,116.0
10,2020-04-30,BUY,QDEL,,78.0
10,2020-05-01,BUY,VXRT,,3987.0
10,2020-05-04,BUY,AUPH,,683.0
10,2020-05-05,BUY,BILI,,411.0
10,2020-05-06,BUY,GOTU,,278.0
10,2020-05-07,BUY,ARVN,,214.0
10,2020-05-08,BUY,LMNX1,,184.0
10,2020-05-11,BUY,NVAX,,46.0
10,2020-05-15,BUY,VBIV,,1.0
10,2020-05-22,SELL,GOTU,,278.0
10,2020-06-01,SELL,ARVN,,214.0
10,2020-06-08,SELL,CODX,,747.0
10,2020-06-24,BUY,DKNG,,327.0
10,2020-06-29,SELL,EHTH,,87.0
10,2020-07-01,BUY,FVRR,,181.0
10,2020-07-09,BUY,DOCU,,41.0
10,2020-07-28,SELL,VXRT,,3987.0
10,2020-07-29,SELL,VBIV,,1.0
10,2020-07-30,BUY,WKHS,,891.0
10,2020-08-13,SELL,NVAX,,46.0
10,2020-08-27,BUY,LVGO,,110.0
10,2020-08-28,SELL,QDEL,,78.0
10,2020-08-28,SELL,LMNX1,,184.0
10,2020-08-28,BUY,BAND,,98.0
10,2020-09-08,SELL,AXSM,,162.0
10,2020-09-15,BUY,APPS,,592.0
10,2020-09-21,SELL,CCOI,,119.0
10,2020-09-30,BUY,AGNT,,382.0
10,2020-10-01,BUY,RUN,,156.0
10,2020-10-08,BUY,NIO,,1.0
10,2020-10-19,SELL,DKNG,,327.0
10,2020-10-21,SELL,WKHS,,891.0
10,2020-10-21,BUY,ALTO,,1364.0
10,2020-10-22,SELL,AUPH,,683.0
10,2020-10-27,SELL,AGNT,,382.0
10,2020-10-28,SELL,ALTO,,1364.0
10,2020-10-28,SELL,RUN,,156.0
10,2020-10-29,SELL,EVBG,,89.0
10,2020-11-02,SELL,APPS,,592.0
10,2020-11-03,SELL,DXCM,,33.0
10,2020-11-11,SELL,TDOC,,68.0
10,2020-11-11,SELL,ZM,,72.0
10,2020-11-18,BUY,FDX,,53.0
10,2020-11-20,BUY,PACB,,1003.0
10,2020-11-23,BUY,DAR,,330.0
10,2020-11-27,BUY,AGNT,,300.0
10,2020-11-30,BUY,GNRC,,71.0
10,2020-12-01,BUY,LOB,,384.0
10,2020-12-02,BUY,MRTX,,67.0
10,2020-12-03,BUY,FRHC,,403.0
10,2020-12-04,BUY,LPRO,,594.0
10,2020-12-14,BUY,PWR,,186.0
10,2020-12-15,BUY,INFY,,1.0
10,2020-12-16,BUY,KURA,,1.0
10,2021-02-23,SELL,REGN,,21.0
10,2021-02-25,SELL,PACB,,1003.0
10,2021-02-26,SELL,KURA,,1.0
10,2021-03-02,BUY,SICPQ,,149.0
10,2021-03-03,SELL,NIO,,1.0
10,2021-03-04,SELL,AGNT,,600.0
10,2021-03-04,SELL,BAND,,98.0
10,2021-03-05,SELL,FVRR,,181.0
10,2021-03-09,SELL,BILI,,411.0
10,2021-03-25,BUY,TPR,,474.0
10,2021-03-29,SELL,MRTX,,67.0
10,2021-03-29,BUY,CTRN,,230.0
10,2021-03-30,BUY,ATKR,,282.0
10,2021-04-05,BUY,DEN,,401.0
10,2021-04-06,BUY,SM,,1187.0
10,2021-04-07,BUY,TPL,,12.0
10,2021-04-08,BUY,CPE,,523.0
10,2021-04-09,BUY,DBRG,,3042.0
10,2021-04-26,SELL,SICPQ,,149.0
10,2021-04-29,BUY,DAC,,386.0
10,2021-05-13,SELL,DOCU,,41.0
10,2021-05-26,BUY,CHRD,,221.0
10,2021-06-15,BUY,COF,,1.0
10,2021-07-19,SELL,CPE,,523.0
10,2021-07-20,SELL,SM,,1187.0
10,2021-08-09,SELL,ZNGA,,1803.0
10,2021-08-13,SELL,CTRN,,230.0
10,2021-08-18,BUY,ORLY,,37.0
10,2021-08-19,BUY,LSI,,184.0
10,2021-09-08,SELL,TPL,,12.0
10,2021-09-09,BUY,EPAM,,37.0
10,2021-09-15,BUY,WST,,48.0
10,2021-09-29,SELL,DBRG,,3042.0
10,2021-10-01,SELL,FDX,,53.0
10,2021-10-08,BUY,PRFT,,184.0
10,2021-10-29,BUY,ASAN,,61.0
10,2021-11-02,BUY,ARES,,1.0
10,2021-11-11,SELL,LPRO,,594.0
10,2021-12-02,SELL,ASAN,,61.0
10,2021-12-03,SELL,COF,,1.0
10,2021-12-06,SELL,SE,,203.0
10,2021-12-13,SELL,GNRC,,71.0
10,2021-12-14,BUY,FDS,,49.0
10,2022-01-04,BUY,BLDR,,279.0
10,2022-01-05,BUY,WIRE,,163.0
10,2022-01-06,SELL,RGEN,,170.0
10,2022-01-06,BUY,COST,,40.0
10,2022-01-07,BUY,ACLS,,312.0
10,2022-01-13,BUY,ON,,332.0
10,2022-01-18,SELL,PRFT,,184.0
10,2022-01-20,SELL,EPAM,,37.0
10,2022-01-21,SELL,LOB,,384.0
10,2022-02-08,BUY,CVE,,1351.0
10,2022-02-17,BUY,VET,,1206.0
10,2022-02-22,BUY,CVX,,155.0
10,2022-02-23,BUY,CNQ,,356.0
10,2022-03-08,SELL,WST,,48.0
10,2022-03-08,SELL,TPR,,474.0
10,2022-03-09,SELL,DPZ,,51.0
10,2022-04-07,BUY,ABBV,,128.0
10,2022-04-08,BUY,MCK,,68.0
10,2022-04-11,BUY,PCRX,,132.0
10,2022-04-12,SELL,ACLS,,312.0
10,2022-04-25,SELL,FRHC,,403.0
10,2022-04-26,SELL,ARES,,1.0
10,2022-05-13,BUY,AMR,,132.0
10,2022-05-19,SELL,DAC,,386.0
10,2022-05-20,SELL,COST,,40.0
10,2022-05-25,SELL,BLDR,,279.0
10,2022-05-25,BUY,BMY,,269.0
10,2022-05-26,SELL,INFY,,1.0
10,2022-05-26,BUY,SRE,,126.0
10,2022-06-07,SELL,FDS,,49.0
10,2022-06-14,SELL,LSI,,184.0
10,2022-06-15,SELL,PCRX,,132.0
10,2022-06-22,BUY,STNG,,523.0
10,2022-06-23,SELL,DEN,,401.0
10,2022-06-23,SELL,ATKR,,282.0
10,2022-06-23,BUY,PBF,,566.0
10,2022-06-24,SELL,VET,,1206.0
10,2022-06-28,BUY,MRK,,206.0
10,2022-06-29,SELL,WIRE,,163.0
10,2022-06-29,BUY,CNR,,356.0
10,2022-07-01,SELL,CHRD,,221.0
10,2022-07-01,SELL,DAR,,330.0
10,2022-07-05,SELL,ON,,332.0
10,2022-07-05,SELL,AMR,,132.0
10,2022-07-07,SELL,CVE,,1351.0
10,2022-07-11,BUY,HRB,,500.0
10,2022-07-13,SELL,CNQ,,356.0
10,2022-07-18,BUY,LNTH,,265.0
10,2022-07-19,BUY,SWCH,,553.0
10,2022-07-26,BUY,GO,,429.0
10,2022-07-27,BUY,GLNG,,843.0
10,2022-07-28,BUY,SAIL1,,303.0
10,2022-08-01,BUY,VTNRQ,,1425.0
10,2022-08-03,BUY,CHNG,,794.0
10,2022-08-04,BUY,ACC,,292.0
10,2022-08-05,BUY,MNDT,,827.0
10,2022-08-08,BUY,CTIC,,2576.0
10,2022-08-09,BUY,TH,,164.0
10,2022-08-10,SELL,VTNRQ,,1425.0
10,2022-08-30,BUY,MUSA,,65.0
10,2022-09-12,BUY,NFE,,342.0
10,2022-09-26,BUY,INSW,,540.0
10,2022-09-29,SELL,ABBV,,128.0
10,2022-09-29,BUY,DHT,,1574.0
10,2022-10-13,SELL,CTIC,,2576.0
10,2022-10-17,SELL,GO,,429.0
10,2022-10-25,BUY,ELF,,470.0
10,2022-10-31,BUY,FSLR,,152.0
10,2022-11-04,SELL,LNTH,,265.0
10,2022-11-14,BUY,AVEO,,1359.0
10,2022-11-15,SELL,BMY,,269.0
10,2022-11-16,SELL,SRE,,126.0
10,2022-11-16,BUY,NUVL,,625.0
10,2022-11-17,BUY,MYOV,,757.0
10,2022-12-07,SELL,PBF,,566.0
10,2022-12-20,BUY,ERIE,,73.0
10,2022-12-21,BUY,TTC,,178.0
10,2022-12-22,BUY,RMBS,,546.0
10,2022-12-29,SELL,NFE,,342.0
10,2022-12-29,SELL,HRB,,500.0
10,2023-01-10,BUY,AAWW,,190.0
10,2023-01-18,SELL,GLNG,,843.0
10,2023-02-03,BUY,WFRD,,356.0
10,2023-02-06,BUY,YPF,,1775.0
10,2023-02-07,BUY,GILD,,162.0
10,2023-02-17,BUY,TDW,,7.0
10,2023-02-21,SELL,CNR,,356.0
10,2023-02-22,SELL,MUSA,,65.0
10,2023-03-07,BUY,ALGM,,464.0
10,2023-04-03,BUY,NSIT,,146.0
10,2023-04-04,BUY,IPAR,,143.0
10,2023-04-05,SELL,NUVL,,625.0
10,2023-04-05,SELL,TH,,164.0
10,2023-04-25,BUY,WYNN,,186.0
10,2023-05-03,BUY,NVO,,72.0
10,2023-05-05,SELL,INSW,,540.0
10,2023-05-05,SELL,DHT,,1574.0
10,2023-05-08,BUY,PEN,,66.0
10,2023-05-09,BUY,META,,58.0
10,2023-06-07,BUY,BLDR,,4.0
10,2023-06-08,BUY,TPH,,1.0
10,2023-06-13,SELL,STNG,,523.0
10,2023-06-14,SELL,ERIE,,73.0
10,2023-06-15,SELL,TTC,,178.0
10,2023-07-17,BUY,NVDA,,49.0
10,2023-07-18,BUY,MANH,,111.0
10,2023-07-19,BUY,PANW,,45.0
10,2023-08-01,SELL,GILD,,162.0
10,2023-08-28,SELL,ALGM,,464.0
10,2023-08-31,BUY,APP,,541.0
10,2023-09-26,SELL,IPAR,,143.0
10,2023-09-27,SELL,FSLR,,152.0
10,2023-09-28,SELL,PEN,,66.0
10,2023-09-28,BUY,CEG,,198.0
10,2023-10-06,SELL,ELF,,470.0
10,2023-10-16,SELL,WYNN,,186.0
10,2023-10-26,SELL,BLDR,,4.0
10,2023-10-26,BUY,VRT,,572.0
10,2023-10-27,BUY,UEC,,3760.0
10,2023-10-30,BUY,ANF,,359.0
10,2023-10-31,SELL,YPF,,1775.0
10,2023-11-07,BUY,MMYT,,541.0
10,2023-11-15,BUY,CLS,,859.0
10,2023-11-28,BUY,CNR,,184.0
10,2023-11-29,SELL,TPH,,1.0
10,2023-12-01,BUY,AEO,,3.0
10,2024-01-02,BUY,CVSA,,3.0
10,2024-01-08,SELL,MANH,,111.0
10,2024-02-08,BUY,NRG,,418.0
10,2024-02-20,SELL,CNR,,184.0
10,2024-02-22,SELL,PANW,,45.0
10,2024-03-21,BUY,WING,,78.0
10,2024-03-25,BUY,CNM,,5.0
10,2024-06-12,SELL,UEC,,3760.0
10,2024-07-16,BUY,TRGP,,164.0
10,2024-07-31,SELL,VRT,,572.0
10,2024-07-31,SELL,RMBS,,546.0
10,2024-08-05,SELL,ANF,,359.0
10,2024-08-30,BUY,ADMA,,1944.0
10,2024-09-03,BUY,CRS,,233.0
10,2024-09-05,SELL,CNM,,5.0
10,2024-09-05,BUY,LMT,,56.0
10,2024-09-06,SELL,WFRD,,356.0
10,2024-09-09,SELL,CLS,,859.0
10,2024-09-09,SELL,TDW,,7.0
10,2024-10-07,BUY,WELL,,284.0
10,2024-10-08,BUY,AHR,,1426.0
10,2024-10-09,BUY,AFL,,170.0
10,2024-10-10,BUY,AKR,,4.0
10,2024-10-31,SELL,WING,,78.0
10,2024-11-12,SELL,AEO,,3.0
10,2024-11-15,SELL,NSIT,,146.0
10,2024-11-18,SELL,NVO,,144.0
10,2024-12-03,BUY,CNK,,1131.0
10,2024-12-13,BUY,LLYVK,,287.0
10,2024-12-18,BUY,EXLS,,6.0
10,2024-12-19,BUY,RKLB,,1.0
10,2025-02-05,SELL,MRK,,206.0
10,2025-02-18,SELL,LMT,,56.0
10,2025-02-25,SELL,ADMA,,1944.0
10,2025-02-26,SELL,RKLB,,1.0
10,2025-02-27,SELL,APP,,541.0
10,2025-03-04,SELL,CNK,,1131.0
10,2025-03-04,SELL,CEG,,198.0
10,2025-03-05,SELL,PWR,,186.0
10,2025-03-10,BUY,VRNA,,587.0
10,2025-03-20,BUY,SRAD,,1701.0
10,2025-03-27,BUY,ESLT,,98.0
10,2025-03-28,BUY,LX,,3396.0
10,2025-03-31,BUY,FNMA,,5747.0
10,2025-04-03,BUY,FOX,,730.0
10,2025-04-04,SELL,AKR,,4.0
10,2025-04-04,SELL,NVDA,,490.0
10,2025-04-04,BUY,PYCR,,1658.0
10,2025-04-07,SELL,META,,58.0
10,2025-04-07,BUY,SWI,,1912.0
10,2025-04-08,SELL,LX,,3396.0
10,2025-05-07,BUY,VRSN,,134.0
10,2025-05-08,BUY,CNP,,981.0
10,2025-05-09,BUY,KC,,2648.0
10,2025-05-12,BUY,PLMR,,235.0
10,2025-05-29,BUY,TDUP,,5490.0
10,2025-06-02,BUY,SSRM,,3373.0
10,2025-07-23,SELL,FNMA,,5747.0
10,2025-08-06,SELL,PLMR,,235.0
10,2025-08-08,SELL,LLY,,96.0
10,2025-08-22,BUY,WLDN,,401.0
10,2025-09-08,BUY,APH,,394.0
10,2025-09-10,BUY,RBLX,,332.0
10,2025-10-14,SELL,TRGP,,164.0
10,2025-10-28,SELL,VRSN,,134.0
10,2025-10-29,SELL,MMYT,,541.0
10,2025-10-30,SELL,KC,,2648.0
10,2025-11-03,SELL,CVSA,,3.0
10,2025-11-05,SELL,TDUP,,5490.0
10,2025-11-13,BUY,WDC,,263.0
10,2025-11-18,SELL,SRAD,,1701.0
10,2025-11-20,SELL,RBLX,,332.0
10,2025-11-20,BUY,BE,,397.0
10,2025-11-28,BUY,LGND,,211.0
10,2025-12-01,BUY,LITE,,135.0
10,2025-12-02,BUY,SNDK,,206.0
10,2025-12-04,BUY,ROIV,,2065.0
10,2025-12-08,BUY,CIEN,,215.0
10,2025-12-18,SELL,BE,,397.0
10,2025-12-19,BUY,PVLA,,448.0
10,2025-12-23,BUY,GOOG,,86.0
10,2026-01-22,BUY,ARWR,,7.0
10,2026-02-04,SELL,EXLS,,6.0
10,2026-03-02,SELL,WLDN,,401.0
10,2026-03-09,BUY,ERAS,,2326.0
10,2026-03-23,SELL,SSRM,,3373.0
10,2026-04-01,BUY,FTI,,784.0
10,2026-04-23,BUY,SU,,388.0
10,2026-04-29,SELL,ERAS,,2326.0
10,2026-05-18,SELL,NRG,,418.0
10,2026-06-01,BUY,KGS,,1029.0
10,2026-06-11,SELL,CIEN,,215.0
10,2026-06-11,SELL,PVLA,,448.0
10,2026-06-18,SELL,FOX,,730.0
10,2026-06-18,BUY,ATEX,,914.0
10,2026-07-06,SELL,LITE,,135.0
10,2026-07-08,SELL,SNDK,,206.0
10,2026-07-15,BUY,ATEN,,1849.0
10,2026-07-16,SELL,WDC,,263.0
10,2026-07-16,BUY,BAND,,966.0
10,2026-07-22,BUY,SYRE,,674.0
10,2026-07-30,SELL,BAND,,966.0
15,2006-07-06,BUY,MED,,205.0
15,2006-07-06,BUY,ACLI,,66.0
15,2006-07-06,BUY,FALB,,75.0
15,2006-07-06,BUY,TTI,,131.0
15,2006-07-06,BUY,CHAP1,,56.0
15,2006-07-06,BUY,LFCHY,,64.0
15,2006-07-06,BUY,ADM,,94.0
15,2006-07-06,BUY,LVS,,53.0
