date,nav,shadow_nav,shadow_dd,regular_systemic,emergency,allocation,damaged_breadth,green_breadth,r5,r10,r20,db5
2018-09-06,34.605614255562664,30.580156390265618,-0.0702612272404314,False,False,1.0,0.2272727272727272,0.6818181818181818,-0.012281349679991393,0.010469788897263133,0.007664418400089135,0.0367965367965368
2018-09-07,34.44031480088076,30.43408520256562,-0.0747022786547715,False,False,1.0,0.2272727272727272,0.6818181818181818,-0.01770258706525718,0.005907631814200842,0.005578570322789522,0.045454545454545414
2018-09-10,34.78318029800791,30.73706726916162,-0.0654906130514264,False,False,1.0,0.1818181818181818,0.7272727272727273,-0.014732757708006194,0.009555560004264052,0.0220102042151733,0.0
2018-09-11,34.792334682552294,30.745156780561608,-0.0652446649174384,False,False,1.0,0.1818181818181818,0.6818181818181818,-0.013863664770955242,0.0011457635557290402,0.025486834432500105,-0.045454545454545414
2018-09-12,34.92288033644227,30.860516862961624,-0.0617373335595721,False,False,1.0,0.1818181818181818,0.7272727272727273,0.010394314560290496,0.006333760074745953,0.02228239818088129,-0.0790513833992095
2018-09-13,35.110992306122355,31.02674692636162,-0.0566833850719032,False,False,1.0,0.1818181818181818,0.7272727272727273,0.014603932380089502,0.0021432266998353544,0.039892356888960645,-0.045454545454545414
2018-09-14,35.043364571814934,30.966985909661624,-0.0585003193483809,False,False,1.0,0.2272727272727272,0.6818181818181818,0.017509995899304354,-0.0005025633928724682,0.03034965098049347,0.0
2018-09-17,34.575835774446496,30.55384185636162,-0.0710612768590603,False,False,1.0,0.2727272727272727,0.5909090909090909,-0.00596105709095518,-0.020605991989156802,0.02189377840257123,0.09090909090909091
2018-09-18,34.90104424719376,30.841220831420618,-0.062323997291932,False,False,1.0,0.217391304347826,0.5652173913043478,0.003124526296764518,-0.010782455859337126,0.026899652614477576,0.0355731225296442
2018-09-19,34.508657092830596,30.494477656820617,-0.0728661465700823,False,False,1.0,0.2608695652173913,0.4782608695652174,-0.011861084756500717,-0.0015900580421954746,0.01535381764102639,0.0790513833992095
2018-09-20,34.711001191247774,30.673284313120615,-0.0674298277014671,False,False,1.0,0.2608695652173913,0.5217391304347826,-0.011392190553521697,0.003045371046063172,0.013547044335292302,0.0790513833992095
2018-09-21,34.79246649991257,30.745273264420625,-0.0652411234195223,False,False,1.0,0.217391304347826,0.6086956521739131,-0.007159645626726108,0.010224984907013734,0.016193022167350968,-0.009881422924901212
2018-09-24,34.94767315897185,30.882425689220614,-0.0610712321512377,False,False,1.0,0.217391304347826,0.6086956521739131,0.01075425586097234,0.004729092036859006,0.014329841163847057,-0.05533596837944671
2018-09-25,35.165707593505,31.075097521520625,-0.0552133656765925,False,False,1.0,0.1739130434782608,0.6521739130434783,0.00758325007231031,0.01073147043334055,0.01188952971679158,-0.04347826086956519
2018-09-26,34.94871587375765,30.883347111420623,-0.0610432178423998,False,False,1.0,0.2608695652173913,0.6086956521739131,0.012752127089247889,0.0007397882725159732,0.007078233988686122,0.0
2018-09-27,34.982988719627116,30.91363320832062,-0.0601224194591568,False,False,1.0,0.2608695652173913,0.6086956521739131,0.007835773070351992,-0.0036456841031212717,-0.0015102709307948103,0.0
2018-09-28,35.31693404425821,31.20873273112061,-0.051150409484174,False,False,1.0,0.3043478260869565,0.6086956521739131,0.015074169701276174,0.007806598361371764,0.007300111657939867,0.08695652173913049
2018-10-01,35.18006537902085,31.08778515432062,-0.054827619312246,False,False,1.0,0.2608695652173913,0.6086956521739131,0.006649719395963372,0.01747548804072352,-0.00349060371500709,0.0434782608695653
2018-10-02,34.72961060972763,30.68972901262062,-0.0669298539754857,False,False,1.0,0.3478260869565217,0.5652173913043478,-0.01240120030622982,-0.004911991637038482,-0.01564148416336797,0.17391304347826086
2018-10-03,34.77474946526571,30.72961714324122,-0.0657171217337804,False,False,1.0,0.3636363636363636,0.4545454545454545,-0.004977762534118302,0.007710887494674301,0.006108568693805605,0.1027667984189723
2018-10-04,34.12734274414102,30.157519256641223,-0.0831108060628487,False,False,1.0,0.4545454545454545,0.4090909090909091,-0.02445891579886772,-0.016814797242262425,-0.01382063349286633,0.19367588932806318
2018-10-05,33.98139109257355,30.02854526134122,-0.0870320457902654,False,False,1.0,0.5,0.3636363636363636,-0.03781593696698027,-0.023311811116957126,-0.013325189126769388,0.19565217391304351
2018-10-08,33.679325052546076,29.761616702408222,-0.0951475644825061,False,False,1.0,0.5217391304347826,0.391304347826087,-0.042658827102968644,-0.03629277693700095,-0.03173531678255015,0.2608695652173913
2018-10-09,33.65813451430994,29.74289112890823,-0.0957168843873136,False,False,1.0,0.6086956521739131,0.3043478260869565,-0.030851946699269273,-0.04287054583464445,-0.032599139396389476,0.2608695652173914
2018-10-10,32.57836719204809,28.78872648567962,-0.1247266727312453,False,True,0.4,0.8636363636363636,0.1363636363636363,-0.06316026159761268,-0.06782362734790537,-0.06713401419950094,0.5
2018-10-11,32.31413032000505,28.28671766468792,-0.1399894156416078,False,True,0.4,0.8181818181818182,0.0454545454545454,-0.06203433299777528,-0.0849759562692115,-0.08831184487941457,0.36363636363636376
2018-10-12,32.577316748721735,28.86267933598792,-0.1224782593676826,False,True,0.4,0.7272727272727273,0.0909090909090909,-0.03882525494347655,-0.07517297851678739,-0.0679532254063242,0.2272727272727273
2018-10-15,32.45061767894531,28.57741207808792,-0.1311513356882753,False,True,0.4,0.7727272727272727,0.1363636363636363,-0.03978966049329169,-0.0807511073487911,-0.06468678431881669,0.2509881422924901
2018-10-16,32.76742589200179,29.27030898058792,-0.1100849582781087,False,True,0.4,0.5909090909090909,0.3181818181818182,-0.01588891094252065,-0.04625065380828186,-0.05093546262060655,-0.017786561264822143
2018-10-17,32.65978092913473,29.029917704987923,-0.1173936550259642,False,True,0.4,0.6363636363636364,0.2727272727272727,0.008377974601560645,-0.05531144206354477,-0.04802705487579062,-0.2272727272727273
2018-10-18,32.560361751640706,28.80899379958792,-0.1241104787746234,False,True,0.4,0.7272727272727273,0.2272727272727272,0.018463652838448308,-0.04471606054786259,-0.06077896629854007,-0.09090909090909094
