decision_date,execution_date,ticker,mode,close_price,open_price,intended_target_dollars,cash_before_execution,execution_budget,executed_shares,executed_gross_dollars,entry_fraction_of_intended,cash_limited_at_open,rounding_underfill_dollars,rounding_underfill_fraction,close_required_10bp_cushion,close_cash_above_cushion,blocked,block_reason
2006-07-05,2006-07-06,ATI,whole,68.61,68.56,4000.0,12629.871677523006,4000.0,58.0,3980.4564799999994,0.9951141199999999,False,19.543520000000626,0.0048858800000001566,100.0,99900.0,False,
2006-07-05,2006-07-06,TEX,whole,98.96,99.16,4000.0,8649.415197523007,4000.0,40.0,3970.366399999999,0.9925915999999998,False,29.633600000001024,0.007408400000000256,100.0,99900.0,False,
2006-07-05,2006-07-06,WCC,whole,66.6,66.5,4000.0,4679.048797523008,4000.0,60.0,3993.99,0.9984974999999999,False,6.010000000000218,0.0015025000000000546,100.0,99900.0,False,
2006-09-07,2006-09-08,CMCSK,whole,34.86,34.89999900000001,3534.9651096285997,10992.897740715009,3534.9651096285997,101.0,3528.4247988990005,0.9981498231165608,False,6.540310729599241,0.0018501768834392816,88.374127740715,10904.523612974293,False,
2006-09-11,2006-09-12,HCR1,whole,52.21,52.21000000000001,3446.1241176726408,7464.472941816008,3446.1241176726408,65.0,3397.04365,0.9857577771442001,False,49.08046767264068,0.014242222855799938,86.15310294181602,7378.319838874192,False,
2006-09-15,2006-09-18,CXW,whole,43.47,43.35,3492.2830565126405,9506.513762816008,3492.2830565126405,80.0,3471.4679999999994,0.9940396994814542,False,20.81505651264115,0.005960300518545842,87.30707641281602,6729.249336403192,False,
2006-10-03,2006-10-04,CMCSA,whole,37.07,36.848014,3490.840630512641,10083.515762816009,3490.840630512641,94.0,3467.1770293159993,0.9932212313017663,False,23.663601196641594,0.006778768698233731,87.27101576281602,9996.244747053193,False,
2006-10-16,2006-10-17,EPC,whole,76.62,76.4,3789.6531493400003,6616.33873350001,3789.6531493400003,49.0,3747.3436,0.9888355087727835,False,42.3095493400001,0.011164491227216576,94.74132873350001,6521.5974047665095,False,
2006-10-17,2006-10-18,UST1,whole,55.79,55.79,3763.8090053399997,2868.9951335000096,2868.9951335000096,51.0,2848.1352899999997,0.7567162111465102,True,20.8598435000099,0.0072707838561448124,94.0952251335,2774.8999083665094,False,
2006-11-15,2006-11-16,VNO,whole,115.96,116.36,3899.0983937400006,4207.559843500009,3899.0983937400006,33.0,3843.7198799999996,0.9857970976498283,False,55.378513740000926,0.014202902350171796,97.47745984350001,4100.88238365651,False,
2006-12-15,2006-12-18,MA,whole,96.19,95.99999999999999,4022.4151985400003,395.9899635000096,395.9899635000096,4.0,384.3839999999999,0.09556049811553968,True,11.605963500009693,0.029308731457304754,100.56037996350001,295.4295835365096,False,
2007-01-29,2007-01-30,TSG1,whole,32.3,32.33,4173.52981734,20714.95219350001,4173.52981734,128.0,4142.378239999999,0.9925359159504328,False,31.151577340000586,0.007464084049567196,104.33824543349999,20582.56394806651,False,
2007-01-30,2007-01-31,CF,whole,30.77,30.780000000000005,4187.399607859999,16583.57395350001,4187.399607859999,135.0,4159.4553,0.993326572460974,False,27.944307859999753,0.006673427539026038,104.6849901965,16467.88896330351,False,
2007-01-31,2007-02-01,MTCH,whole,38.4,38.36,4180.400057260001,12424.11865350001,4180.400057260001,108.0,4147.0228799999995,0.9920157935119066,False,33.37717726000119,0.007984206488093368,104.51000143150002,12319.608652068511,False,
2007-02-01,2007-02-02,HAS,whole,28.68,28.72,4208.518686620002,8277.095773500012,4208.518686620002,146.0,4197.31312,0.9973374083723027,False,11.205566620002173,0.0026625916276973283,105.21296716550005,8171.882806334512,False,
2007-02-02,2007-02-05,TRA,whole,14.67,14.63,4208.00814166,4079.782653500012,4079.782653500012,278.0,4071.20714,0.9674903191594032,True,8.575513500012221,0.0021019535177089293,105.2002035415,3974.5824499585124,False,
2007-02-28,2007-03-01,RYAAY,whole,44.85,44.7,4179.22181418148,6589.5303545370125,4179.22181418148,93.0,4161.2571,0.995701421226191,False,17.964714181480304,0.00429857877380906,104.48054535453701,6485.049809182476,False,
2007-03-29,2007-03-30,MIR2,whole,40.94,41.21,4203.478130181481,2483.7932545370127,2483.7932545370127,60.0,2475.0725999999995,0.5888153865316151,True,8.72065453701316,0.0035110227153905046,105.08695325453702,2378.7063012824756,False,
2007-05-14,2007-05-15,GEN1,whole,25.46,25.7,4511.60041618148,7801.475404537014,4511.60041618148,175.0,4501.9974999999995,0.997871505608733,False,9.602916181480396,0.002128494391267056,112.790010404537,7688.685394132477,False,
2007-06-05,2007-06-06,TRW,whole,40.04,40.04,4658.18962778148,7523.090694537013,4658.18962778148,116.0,4649.28464,0.9980883157421563,False,8.904987781480486,0.0019116842578436625,116.45474069453701,7406.635953842477,False,
2007-06-21,2007-06-22,NRG,whole,43.51,43.56,4705.923122181481,6398.908054537014,4705.923122181481,107.0,4665.580919999999,0.9914273563052215,False,40.3422021814813,0.008572643694778474,117.64807805453701,6281.259976482477,False,
2007-07-13,2007-07-16,GLBL1,whole,28.68,28.97,4972.026485381481,1748.2271345370148,1748.2271345370148,60.0,1739.9381999999996,0.3499454810057196,True,8.288934537015166,0.004741337308673186,124.300662134537,1623.9264724024777,False,
2007-08-23,2007-08-24,TBSIQ,whole,38.17,38.1,4416.295636581482,12250.290914537018,4416.295636581482,115.0,4385.8814999999995,0.9931132018586906,False,30.414136581482126,0.006886798141309392,110.40739091453703,12139.88352362248,False,
2007-09-11,2007-09-12,GRMN,whole,106.88,106.9,4440.00897658148,7867.929414537019,4440.00897658148,41.0,4387.2829,0.9881247815354474,False,52.7260765814799,0.01187521846455265,111.000224414537,7756.9291901224815,False,
2007-09-28,2007-10-01,ZNHYY,whole,77.01,77.98900999999998,4697.329860581481,12983.186514537018,4697.329860581481,60.0,4684.019940599998,0.9971664923740666,False,13.30991998148238,0.002833507625933417,117.43324651453702,12865.753268022481,False,
2007-10-29,2007-10-30,EDO,whole,57.65,57.51,4862.14066295748,11253.69941393702,4862.14066295748,84.0,4835.67084,0.9945559322955951,False,26.469822957480574,0.005444067704404885,121.55351657393702,8207.913057363083,False,
2007-11-29,2007-11-30,MTL,whole,82.76999999999998,88.540987,4427.42514737908,36426.94868447701,4427.42514737908,49.0,4342.846871362999,0.9808967349643056,False,84.57827601608096,0.019103265035694414,110.685628684477,36316.26305579253,False,
2007-12-04,2007-12-05,TELFY,whole,103.11,102.058993,4459.067672524561,32084.101813114008,4459.067672524561,43.0,4392.925235699,0.985166756442583,False,66.14243682556116,0.014833243557416954,111.47669181311403,31972.625121300895,False,
2007-12-10,2007-12-11,IHS2,whole,69.05,69.7,4551.8026630966,27701.616577415007,4551.8026630966,65.0,4535.0305,0.9963152701604182,False,16.772163096599797,0.0036847298395817677,113.795066577415,27587.82151083759,False,
2007-12-11,2007-12-12,BIDU,whole,378.38,391.22,4447.1034430966,27664.643517415006,4447.1034430966,11.0,4307.723419999999,0.9686582457817648,False,139.38002309660078,0.03134175421823512,111.17758607741501,23055.408491337592,False,
2007-12-12,2007-12-13,SIGM,whole,65.98,66.47,4494.3892038966,23387.520097415007,4494.3892038966,67.0,4457.94349,0.991890841615363,False,36.445713896599955,0.008109158384636963,112.359730097415,23244.560367317594,False,
2007-12-13,2007-12-14,BMRN,whole,29.76,35.76,4527.5782642966005,18929.57660741501,4527.5782642966005,126.0,4510.265759999998,0.9961762109264627,False,17.31250429660213,0.003823789073537259,113.18945660741501,18816.387150807594,False,
2007-12-14,2007-12-17,KUST,whole,6.1,6.1,4491.8480338966,14419.31084741501,4491.8480338966,735.0,4487.983499999999,0.9991396561354173,False,3.864533896600733,0.0008603438645826843,112.29620084741501,14307.014646567595,False,
2007-12-17,2007-12-18,PRGO,whole,32.12,32.48,4393.7690938966,9931.327347415012,4393.7690938966,135.0,4389.184799999999,0.9989566375021918,False,4.584293896600684,0.0010433624978082583,109.844227347415,9821.483120067596,False,
