date,ticker,qty,price,notional
2013-07-26,CBOE,1031739.0,49.0,50555211.0
2014-04-11,GLOG,2841042.0,24.13,68554343.46
2014-04-29,HP,650451.0,107.62,70001536.62
2014-05-15,EMESQ,762303.0,84.21,64193535.629999995
2014-10-31,MDVN,773407.0,104.37,80720488.59
2014-11-07,PANW,772560.0,106.10801704322475,81974809.6469137
2014-11-13,CNQR,268429.0,128.36,34455546.440000005
2015-01-07,LOW,559302.0,66.86,37394931.72
2015-08-04,ADPTQ,821595.0,114.43,94015115.85000001
2015-08-05,SKX,611499.0,154.911,94727921.589
2015-08-06,ANAC1,231598.0,152.87,35404386.26
2015-09-23,PRE1,527642.0,138.42,73036205.64
2015-10-28,COKE,402113.0,208.79000000000002,83957173.27000001
2015-10-29,AIZ,1043244.0,81.39,84909629.16
2015-11-02,UHAL,208947.0,405.37,84700845.39
2015-11-20,CORE,1022652.0,82.42,84286977.84
2015-11-25,VRE,2955660.0,23.76,70226481.60000001
2016-01-15,HRL,993024.0,77.89,77346639.36
2016-02-05,TAL,1548058.0,48.062111228255134,74402935.78379019
2016-02-09,EDR1,1898231.0,37.81,71772114.11
2016-02-22,HPY,804176.0,92.69999999999999,74547115.19999999
2016-02-23,EDU,2368214.0,31.51,74622423.14
2016-03-04,HMIN,2171483.0,35.0,76001905.0
2016-03-07,AWK,1120868.0,67.73,75916389.64
2016-03-10,ATO,1071675.0,70.99,76078208.25
2016-03-11,ACC,1722573.0,44.44,76551144.11999999
2016-04-19,BRKR,2738636.0,28.99,79393057.64
2016-05-03,QIHU,1048617.0,75.81,79495654.77
2016-05-23,AG,7020080.0,11.18,78484494.39999999
2016-05-24,BKH,1340774.0,58.5,78435279.0
2016-05-25,B,4747695.0,16.71,79333983.45
2016-05-26,CDE,10087291.0,7.88,79487853.08
2016-08-09,NVDA,1511486.0,59.050027173913044,89253289.37298913
2016-08-16,UNIT,2923962.0,30.37,88800725.94
2016-10-03,EXEL,6447970.0,12.989999999999998,83759130.3
2016-11-04,GEN,3431345.0,23.26,79813084.7
2016-11-07,BRSL,2866341.0,28.05,80400865.05
2016-11-08,CWEI,797018.0,102.39,81606673.02
2016-11-09,TTMI,6302629.0,13.06,82312334.74000001
2016-11-22,REN,2458940.0,34.18,84046569.2
2016-12-14,CASH,847257.0,93.69998424353197,79387967.55022217
2017-03-10,STM,5468285.0,15.28,83555394.8
2017-05-24,AAPL,643522.0,153.84,98999424.48
2017-06-02,HRC,970616.0,78.66,76348654.56
2017-07-11,ISRG,104608.0,949.4110073433217,99315986.65617019
